Score;Fit;Regionsbonus;Ausschlussgrund;Firma;Ort;PLZ;Kanton;Region;Ausgeschriebene Stelle;Pensum;Anzahl Stellen;Mitarbeitende;Groesse belegt;Groessenhinweis;Software;Vermittler;Quelle;Inserat-URL;Website;Kontakt;Mail;Telefon;Beleglage;Notiz
57;52;5;;Work Selection;Zug;;ZG;übrige Zentralschweiz;Sachbearbeiter Treuhand 60-100%;60-100%;1;;;Personaldienstleister;;ja;jobscout24.ch;https://www.jobscout24.ch/de/jobs-in-zug/sachbearbeiter%20treuhand/;;;;;indiziert;VERMITTLER, Endkunde anonymisiert.
56;51;5;;CSC (Corporation Service Company) Switzerland;Zug;;ZG;übrige Zentralschweiz;Sachbearbeiter/in Treuhand / Fiduciary 80-100% (hybrid);80-100%;1;200;nein;Internationaler Corporate-Services-Konzern;;nein;themuse.com;https://themuse.com/jobs/csc/sachbearbeiterin-treuhand-fiduciary;;;;;unsicher;Nur über Snippet auf einer US-Jobplattform belegt, Firmenzuordnung und Aktualitaet nicht geprueft. Kein lokales KMU - niedrige Priorität. Vor Aufnahme in die Kampagne verifizieren.
55;50;5;;Camenzind HR;;;ZG;übrige Zentralschweiz;diverse Treuhand-/Rechnungswesen-Stellen (Sammelseite);;1;;;;;ja;;https://www.camenzind-hr.ch/offene-stellen;https://www.camenzind-hr.ch;;;;unsicher;VERMITTLER mit regionalem Innerschweiz-Fokus. Als laufende Quelle abonnieren: ihre Kundenliste = Liste von Treuhandbüros mit Personalmangel. Seite in dieser Session nicht ladbar.
55;47;8;;Careerplus SA;Luzern;;LU;Luzern Stadt und Agglo;"Sachbearbeiter/in Treuhand 80-100% (Region Luzern); Treuhänder/in mit eidg. FA 80-100% (Region Luzern); Sachbearbeiter Treuhand 80-100% (Zug)";80-100%;3;200;nein;101 Jobs allein auf zentralschweiz-jobs.ch;;ja;jobscout24.ch;https://zentralschweiz-jobs.ch/company/careerplus-sa/32687a6866;https://www.careerplus.ch;;;;indiziert;"Weitere offene Stellen: Sachbearbeitung Treuhand; Sachbearbeiter Treuhand | Auch gefunden auf: JobScout24, jobup.ch | VERMITTLER, Spezialisierung Finance/Treuhand. Drei parallele Treuhand-Mandate Luzern/Zug = die Region brennt. Firmenprofilseite auf zentralschweiz-jobs.ch ist die beste Übersicht, weil regional gefiltert."
54;52;2;;Mooser & Partner AG Personalberatung;Rueti ZH;;ZH;Nachbarkantone;Engagierte TREUHAND-FACHPERSON für KMU-Betreuung (40-100%) (m/w/d);40-100%;1;;;;;ja;jobscout24.ch;https://www.jobscout24.ch/de/job/6ff92704-9e0a-4f71-a0bd-aa156efc3d5f/;;;;;indiziert;PRIO 3 (Mailing-Region ZH). VERMITTLER. Sehr breites Pensumsfenster 40-100% = der Endkunde nimmt praktisch jeden, den er kriegen kann. Endkunde ist ein KMU-Treuhänder im Raum Zuercher Oberland.
53;53;;;Fineac Treuhand AG;;;;übrige Deutschschweiz;Seite 'Offene Stellen' vorhanden - Inhalt nicht belegt;;1;;;;;nein;der Firmen-Website;https://www.fineac.ch/de/offene_stellen;https://www.fineac.ch;;;;unsicher;Tauchte bei der Suche Zug/Schwyz/Innerschweiz auf, Standort aber NICHT verifiziert - bewusst nicht geraten. Hat eine dedizierte 'Offene Stellen'-Seite, lohnt 10 Sekunden manuelle Pruefung.
46;38;8;;Livit AG;Luzern;6000;LU;Luzern Stadt und Agglo;KV-Lehrstelle Kaufmann/-frau EFZ Treuhand/Immobilien (keine Treuhand-Fachstelle);100%;1;200;nein;Grosser Immobilien-Dienstleister;;nein;yousty.ch;https://www.yousty.ch/de-CH/lehrstellen/profile/12727223-kaufmann-frau-kv-efz-treuhand-immobilien-luzern-lu-livit-ag;;;;;indiziert;RANDFALL: Immobilienbewirtschaftung, nicht klassisches Treuhandbüro. Der KV-Beruf heisst 'Treuhand/Immobilien', darum im Lehrstellen-Kanal mitgeschwemmt. Zeigt die Schwäche des yousty-Kanals: Treuhand und Immobilien sind dort nicht trennbar. Kein Ansprache-Lead.
39;31;8;;Alpinum Accounting AG;Luzern;;LU;Luzern Stadt und Agglo;;;0;;;bezeichnet sich als führender bexio-Treuhänder der Schweiz;bexio;nein;;https://alpinum-accounting.ch/bexio-treuhaender-schweiz/bexio-treuhaender-luzern/;https://alpinum-accounting.ch;;;;unsicher;KEIN Stellensignal. Eher Wettbewerber/Partner-Kandidat als Kunde: bereits stark automatisiert. Nützlich, weil die Seite selbst eine Liste von bexio-Treuhändern pro Region führt - als Verzeichnis-Abkürzung brauchbar.
39;34;5;;Die Buchhalterinnen;;;NW;übrige Zentralschweiz;;;0;15;nein;Kleines Team, KMU-Fokus;;nein;;https://die-buchhalterinnen.ch/;https://die-buchhalterinnen.ch/;;;;unsicher;PRIO 2. Treuhand für KMU in NW/OW: Buchhaltung, Steuern, Administration, Personalwesen, Firmengründung. Standort nicht belegt.
39;31;8;;Keller + Kaiser Treuhand;Luzern;6003;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://www.kellertreuhand.ch/;https://www.kellertreuhand.ch/;+41 41 412 11 55 / info@kellertreuhand.ch;info@kellertreuhand.ch;+41 41 412 11 55;indiziert;PRIO 1 DIREKTBESUCH. Morgartenstrasse 3, 6003 Luzern. Leistungen: Buchhaltung, Steuern, PAYROLL, MWST, Firmengründung, kaufmaennische Prozesse für Private, Selbständige und KMU. Payroll steht explizit im Angebot - unser stärkster Automatisierungs-Case.
39;31;8;;Partner Treuhand AG Luzern;Luzern;6002;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://www.partnertreuhand.ch/standorte/luzern/;https://www.partnertreuhand.ch/;041 227 37 37 / info.ptl@partnertreuhand.ch;info.ptl@partnertreuhand.ch;041 227 37 37;indiziert;PRIO 1 DIREKTBESUCH. Inseliquai 8, Postfach 3663, 6002 Luzern (direkt beim Bahnhof). Gruppe seit 1968, Standorte Luzern/Sursee/Hochdorf/Willisau. Am Standort Sursee läuft bereits eine Sachbearbeiter-Vakanz - guter Gesprächsaufhaenger auch am Hauptstandort.
39;31;8;;Trescor Treuhand AG;Luzern;6003;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://trescor.ch/;https://trescor.ch/;041 210 09 09 / luzern@trescor.ch;luzern@trescor.ch;041 210 09 09;indiziert;Auch gefunden auf: trescortreuhand.ch | PRIO 1 DIREKTBESUCH. Waldstaetterstrasse 9, 6003 Luzern. Positionierung 'Treuhand für KMU'. E-Mail-Schema luzern@trescor.ch deutet auf mehrere Standorte. Nicht verwechseln mit der separaten Trescor Treuhand in Einsiedeln/Unteriberg SZ (trescortreuhand.ch).
37;29;8;;Loetscher Treuhand AG;Horw;6048;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://www.loetscher-treuhand.ch/;https://www.loetscher-treuhand.ch/;041 340 37 39;;041 340 37 39;indiziert;PRIO 1 DIREKTBESUCH - UND NETZWERK-TUERoeFFNER. Schulhausstrasse 10, 6048 Horw. WICHTIG: exakt dieselbe Adresse wie die Geschäftsstelle der TREUHAND|SUISSE Sektion Zentralschweiz (Schulhausstrasse 10, 6048 Horw, 041 552 24 00), und im Sektionsvorstand sitzt Sandro Stalder aus Horw. Wer hier einen guten Eindruck macht, kommt potenziell an >250 Verbandsmitglieder. Leistungen: Steuern, Buchhaltung, Lohnbuchhaltung, Unternehmensberatung für Firmen, Selbständige und Private.
37;29;8;;Marty Treuhand AG;Luzern;6003;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://www.marty-treuhand.ch/;https://www.marty-treuhand.ch/;+41 41 556 66 80;;+41 41 556 66 80;indiziert;PRIO 1 DIREKTBESUCH. Habsburgerstrasse 26, 6003 Luzern.
33;25;8;;ASTI TREUHAND AG;Kriens;6010;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://www.local.ch/de/d/kriens/6010/steuerberatung/asti-treuhand-ag-1TPpj7-Gr-pO-NaNAv3vTg;;;;;indiziert;PRIO 1. Kriens 6010, Kategorie Steuerberatung. Strassenadresse und Website nicht belegt - local.ch-Eintrag oeffnen.
33;25;8;;Atlas Treuhand AG;Ebikon;6030;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://www.treuhandvergleich.ch/treuhand-Atlas-Treuhand-AG-Ebikon-buchhaltung-4929.htm;;;;;indiziert;PRIO 1. Bahnhofstrasse 2, 6030 Ebikon. Schwerpunkt Buchhaltung.
33;25;8;;BESO Best Solution GmbH;Kriens;;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;http://beso-treuhand.ch/;http://beso-treuhand.ch/;;;;indiziert;PRIO 1. Deckt Kriens, Horw und Luzern ab. Positioniert sich ausdruecklich über den PREIS ('guenstige Buchhaltung/Steuererklärung/Steuerberatung') - preissensitiv, d.h. Automatisierung ist direkter Margenhebel. Leistungen: Controlling, FiBu-Service, Lohnadministration, Buchhaltung, Jahresabschluss, Revision, Risikoanalyse.
33;25;8;;Leuchtenstadt Treuhand AG;Emmenbrücke;6020;LU;Luzern Stadt und Agglo;;;0;;;;;nein;;https://leuchtenstadt-treuhand.ch/;https://leuchtenstadt-treuhand.ch/;;;;indiziert;PRIO 1 DIREKTBESUCH. Seetalstrasse 11, 6020 Emmenbrücke. Massgeschneiderte Lösungen für Steuererklärungen, Buchhaltung und Liegenschaftsverwaltung. Slogan 'Das Unternehmen für Ihr Unternehmen' - KMU-fokussiert.
33;25;8;;Rontal Treuhand GmbH;Ebikon;;LU;Luzern Stadt und Agglo;;;0;;;Gegr. 2021 - sehr jung und klein;;nein;Moneyhouse;https://www.moneyhouse.ch/en/company/rontal-treuhand-gmbh-14003218991;;;;;indiziert;PRIO 1. Ebikon. Junge GmbH, wahrscheinlich 1-3 Personen. Junge Büros bauen ihre Prozesse noch auf - guter Zeitpunkt für Automatisierung statt Personalaufbau. Strassenadresse nicht belegt.
33;25;8;;Team Treuhand AG;Ebikon;6030;LU;Luzern Stadt und Agglo;;;0;;;;;nein;Moneyhouse;https://www.moneyhouse.ch/en/company/team-treuhand-ag-5193823561;;;;;indiziert;PRIO 1. Ebikon 6030. Kombination Treuhand + Liegenschafts- und Vermögensverwaltung + IT-Dienstleistungen. Weil sie selbst IT-Dienstleistungen anbieten: technisch anschlussfaehiges Gespräch, aber evtl. auch Wettbewerb um dieselbe Wertschoepfung. Möglicher Endkunde des anonymen Persigo-Inserats (Treuhand + Immobilien).
33;25;8;;Treuhandbüro Urs A. Müller;Emmenbrücke;6020;LU;Luzern Stadt und Agglo;;;0;;;Inhabergeführtes Einzelbüro (Name im Firmennamen);;nein;;https://treuhandmueller.ch/;https://treuhandmueller.ch/;;;;indiziert;PRIO 1 DIREKTBESUCH. Sonnenplatz 6, 6020 Emmenbrücke. Leistungen: Treuhand, Steuerberatung, Buchhaltung, Liegenschaftsverwaltung, Personaladministration, Firmengründung, MWST, Unternehmensberatung. Sehr kleines Büro - Nachfolge-/Kapazitätsthema wahrscheinlich.
33;25;8;;VATAR AG (vormals Toni Niederberger Treuhand AG);Luzern;6003;LU;Luzern Stadt und Agglo;;;0;;;Vier Standorte im Luzerner Agglomerationskern;;nein;;https://www.niederberger-treuhand.ch/;https://www.niederberger-treuhand.ch/;;;;indiziert;PRIO 1 DIREKTBESUCH. Waldstaetterstrasse 6, 6003 Luzern. Standorte Luzern, Kriens, Ebikon UND Emmenbrücke - vier Büros in der Agglo, d.h. Mehrstandort-Koordination = Automatisierungsbedarf. Leistungen: Treuhand, Steuern, Unternehmensberatung, Buchhaltung, Liegenschaftsverwaltung, Immobilien, Revision. Möglicher Endkunde des anonymen Persigo-Inserats (Treuhand + Immobilien, Stadt Luzern).
33;25;8;;VONGUNTEN Steuer- und Finanzberatung GmbH;Emmenbrücke;;LU;Luzern Stadt und Agglo;;;0;;;Laut Selbstbeschreibung 'kleines, inhabergeführtes Team';;nein;;https://www.steuernvg.ch/;https://www.steuernvg.ch/;;;;indiziert;PRIO 1. Kernkompetenz Steuern und Treuhand. Genaue Strassenadresse nicht belegt - vor Besuch pruefen.
31;23;8;;Fellmann Treuhand AG;Luzern;6003;LU;Luzern Stadt und Agglo;;;0;;;;;nein;zentraljob.ch;https://www.zentraljob.ch/firma/fellmann-treuhand-ag/6829;https://fellmanntreuhand.ch/;;;;unsicher;Firma hat ein Arbeitgeberprofil auf zentraljob.ch angelegt - das tun nur Firmen, die regelmässig rekrutieren. Aktuell aber KEIN Inserat belegt. Adresse Moosstrasse 2, 6003 Luzern (via search.ch). Als Warmkontakt für Prio-1-Begehung notieren, nicht als Kaufsignal zaehlen.
31;31;;;M. Hartmann Treuhand AG;;;;übrige Deutschschweiz;;;0;;;;Abacus;nein;;https://www.leaderdigital.ch/news/m-hartmann-treuhand-ag-etabliert-sich-als-abacus-partner-11466.html;;;;;unsicher;KEIN Stellensignal. Beispiel für den Kanal 'Branchen-News zu neuen Abacus-Partnerschaften' - solche Meldungen zeigen Firmen im Digitalisierungs-Modus. Standort vor Ansprache klären.
30;25;5;;AB Buchhaltung & Treuhand AG;Rotkreuz;;ZG;übrige Zentralschweiz;;;0;;;;;nein;buchhaltung.ch;https://www.ab-buchhaltung.ch/;https://www.ab-buchhaltung.ch/;;;;indiziert;PRIO 2. Rotkreuz/Zug. Treuhand, Buchhaltung, LOHNBUCHHALTUNG, Steuerberatung für Private, KMU und Startups.
30;25;5;;Adcoras AG;Rotkreuz;;ZG;übrige Zentralschweiz;;;0;;;;;nein;;https://www.adcoras.ch/de/treuhand;https://www.adcoras.ch/;;;;indiziert;PRIO 2. Treuhandbüro Kanton Zug mit Erfahrung in KMU, Immobilien und Family Office. Bietet laut Website 'flexible KMU-Buchhaltung mit Standardprozessen' - Standardisierung ist bereits Teil ihres Angebots, sehr anschlussfaehig.
30;25;5;;AGRO-Treuhand Sursee;Sursee;;LU;übrige Zentralschweiz;;;0;;;Branchenspezialist Landwirtschaft;;nein;;https://www.atsursee.ch/;https://www.atsursee.ch/;;;;indiziert;PRIO 2, aber inhaltlich SEHR interessant: spezialisiert auf Treuhand, Steuern und Beratung in der LANDWIRTSCHAFT. Das heisst sehr viele kleine, stark standardisierte und gleichartige Mandate (Betriebsbuchhaltungen, Steuererklärungen Landwirte) - der beste denkbare Automatisierungsfall. Buchhaltungs-Seite: https://www.atsursee.ch/de/dienstleistungen/buchhaltung.html
30;25;5;;Aktiv Treuhand AG;Sursee;;LU;übrige Zentralschweiz;;;0;;;;;nein;;https://www.aktiv-treuhand.ch/;https://www.aktiv-treuhand.ch/;;;;indiziert;PRIO 2. Partner für Buchhaltung, Steuern und Treuhand in der Region Sursee und Luzern. Strassenadresse nicht belegt.
30;25;5;;Caminada Treuhand AG Zug;Baar;6340;ZG;übrige Zentralschweiz;;;0;;;;;nein;buchhaltung.ch;https://www.caminada.com/;https://www.caminada.com/;;;;indiziert;PRIO 2. Baar 6340. Selbstbeschreibung 'zukunftsorientiertes Treuhandbüro'. Eintrag: https://www.buchhaltung.ch/de/Baar/Caminada+Treuhand+AG+Zug/136989/portrait.htm
30;25;5;;Consilio Treuhand & Revisions AG;Sarnen;;OW;übrige Zentralschweiz;;;0;;;;;nein;;https://www.consilio-treuhand.ch/;https://www.consilio-treuhand.ch/;;;;indiziert;PRIO 2. Sarnen OW. Beratung von Privaten und Unternehmen in Buchhaltung, Steuern, Betriebswirtschaft und Recht sowie Revisionen. Unternehmensseite: https://www.consilio-treuhand.ch/treuhand-unternehmen-obwalden
30;25;5;;FINQUEST Treuhand AG;Rotkreuz;6343;ZG;übrige Zentralschweiz;;;0;;;;;nein;Moneyhouse;https://www.moneyhouse.ch/en/company/finquest-treuhand-ag-11180475381;;;;;indiziert;PRIO 2. St. Wendelin 3, 6343 Rotkreuz, mit Zweigniederlassung Geuensee LU. Schwestergesellschaft der FINQUEST Finanz AG, die aktuell einen Mandatsleiter Treuhand 80-100% sucht - gemeinsamer Aufhaenger für beide Gesellschaften.
30;25;5;;GM Consulting;Sursee;;LU;übrige Zentralschweiz;;;0;;;;;nein;;https://gmconsulting.ch/treuhandbuero-sursee/;https://gmconsulting.ch/;;;;indiziert;PRIO 2. Treuhandbüro Sursee: Buchhaltung, Finanzwesen, Steuerberatung. Strassenadresse nicht belegt.
30;25;5;;iDEA Treuhand GmbH;Sursee;6210;LU;übrige Zentralschweiz;;;0;;;Selbstbeschreibung 'persönliches Treuhandbüro' - klein;;nein;buchhaltung.ch;https://www.buchhaltung.ch/de/Sursee/iDEA+Treuhand+GmbH/112684/portrait.htm;;;;;indiziert;PRIO 2. 6210 Sursee, Region Sursee/Zofingen. Schwerpunkt Jahresabschlüsse und Steuern.
30;25;5;;K. Bucher Immobilien Treuhand AG;Stans;;NW;übrige Zentralschweiz;;;0;;;Gegr. 2000;;nein;;https://www.kbucher.ch/;https://www.kbucher.ch/;;;;indiziert;PRIO 2. Stans NW. Schwerpunkt Immobilienbewirtschaftung, tätig in NW und OW. Strassenadresse nicht belegt.
30;25;5;;Kuenzi Treuhand AG;Zug;6300;ZG;übrige Zentralschweiz;;;0;;;Selbstbeschreibung 'jung und dynamisch';;nein;buchhaltung.ch;https://www.buchhaltung.ch/de/Zug/Kuenzi+Treuhand+AG/31644/portrait.htm;;;;;indiziert;PRIO 2. 6300 Zug. Leistungen: Firmengründungen, Buchführung, Jahresabschlüsse, MWST-Abrechnungen, LOHNBUCHHALTUNG. Junges Team + Lohnbuchhaltung = gute Ausgangslage.
30;25;5;;SN Treuhand & Beratung AG;Rotkreuz;6343;ZG;übrige Zentralschweiz;;;0;;;;;nein;Moneyhouse;https://www.moneyhouse.ch/de/company/sn-treuhand-beratung-ag-3927461641;;;;;indiziert;PRIO 2. Chaesimatt 9, 6343 Rotkreuz.
30;25;5;;Swiss Finanz & Treuhand AG;Risch;;ZG;übrige Zentralschweiz;;;0;;;Gegr. 2019 - jung;;nein;Moneyhouse;https://www.moneyhouse.ch/de/company/swiss-finanz-treuhand-ag-18852015551;;;;;indiziert;PRIO 2. Gemeinde Risch (Rotkreuz). Strassenadresse nicht belegt.
30;25;5;;Triana Treuhand AG;Zug;6300;ZG;übrige Zentralschweiz;;;0;;;;;nein;;https://triana-treuhand.ch/treuhaender-in-zug/;https://triana-treuhand.ch/;;;;indiziert;PRIO 2, hohe inhaltliche Passung: Bahnhofstrasse 29, 6300 Zug. Arbeitet laut eigener Darstellung VOLLSTAENDIG DIGITAL, mit persönlichen Terminen vor Ort. Betreut Stadt Zug, Baar und Cham.
30;25;5;;Tribeg Treuhand AG;Zug;;ZG;übrige Zentralschweiz;;;0;;;Vier Standorte im Kanton Zug;;nein;;https://www.tribeg-treuhand.ch/treuhand/;https://www.tribeg-treuhand.ch/;;;;indiziert;PRIO 2. Tätig in Zug, Neuheim, Menzingen und Walchwil. Expliziter KMU-Fokus. Mehrstandort-Struktur bei kleinem Kanton = Koordinationsaufwand.
28;23;5;;Agro Treuhand Schwyz GmbH;Schwyz;;SZ;übrige Zentralschweiz;;;0;;;Fuehrender Anbieter im landwirtschaftlichen Treuhand im Kanton Schwyz;;nein;zentraljob.ch;https://www.zentraljob.ch/firma/agro-treuhand-schwyz-gmbh/7941;;;;;unsicher;KEIN offenes Inserat belegt - nur ein Arbeitgeberprofil auf zentraljob.ch. Nische Landwirtschafts-Treuhand (viele kleine, sehr gleichfoermige Mandate) wäre inhaltlich interessant. Firmenprofil-Seite regelmässig auf neue Inserate pruefen.
28;23;5;;Alpina Treuhand AG;;;NW;übrige Zentralschweiz;;;0;;;;;nein;;https://www.alpinatreuhand.ch/;https://www.alpinatreuhand.ch/;;;;unsicher;PRIO 2. 'Ihr Treuhandbüro in Nidwalden' - Gemeinde und Adresse NICHT belegt. Vor Kontakt über zefix.ch pruefen.
28;23;5;;Pilatushof Finance;;;LU;übrige Zentralschweiz;;;0;;;;;nein;;https://pilatushof-finance.ch/;https://pilatushof-finance.ch/;;;;unsicher;Buchhaltung und Steuerberatung für KMU und Private in Luzern. Adresse nicht belegt - vor Besuch pruefen.
28;23;5;;Suter Treuhand;;;LU;übrige Zentralschweiz;;;0;;;;;nein;;https://sutertreuhand.ch/treuhand-luzern;https://sutertreuhand.ch/;;;;unsicher;"Website und Luzern-Bezug belegt, Strassenadresse NICHT belegt. Leistungen Buchhaltung, Steuern, Firmengründungen für KMU und Private; auch Standort Zürich erwähnt. Vor Besuch Adresse über search.ch/zefix pruefen."
28;23;5;;VM Treuhand AG;;;NW;übrige Zentralschweiz;;;0;;;;;nein;;https://www.vm-treuhand.ch/;https://www.vm-treuhand.ch/;;;;unsicher;PRIO 2. Tätigkeitsgebiet laut Website NW, OW, UR, LU und ZG. Leistungen: Buchführung, Abschlussberatung, Steuerberatung, LOHNWESEN, Unternehmensberatung. Sitzgemeinde nicht belegt.
;;;nationale Gruppe / Prüfnetzwerk;a&o kreston ag;Baar;6340;ZG;übrige Zentralschweiz;Sachbearbeiter/in Treuhand;80-100%;2;15;nein;Mittelstaendische Treuhandgesellschaft, Kreston-Netzwerk.;Abacus / Banana / bexio;nein;jobscout24.ch;https://www.jobscout24.ch/de/jobs-in-zug/treuhand/;https://www.aokreston.ch;;;;indiziert;Weitere offene Stellen: Sachbearbeiter Treuhand | Auch gefunden auf: jobscout24.ch | Prio-Region 2 (Zug/Baar, ab Luzern ~30 Min). Snippet nannte Anforderung 'gute Kenntnisse Buchhaltungssoftware wie ABACUS, Bexio, Banana' -> heterogene Software-Landschaft, typischer Automatisierungs-Schmerz beim Mandatswechsel. Direkte Inserats-URL nicht belegt, deshalb Trefferliste verlinkt.
;;;über 50 Mitarbeitende;Balmer-Etienne AG;Luzern;6002;LU;Luzern Stadt und Agglo;Sachbearbeiter:in Treuhand (w/m/d);50-100% (in einer Quelle 80-100%);2;200;ja;16 Vakanzen insgesamt auf JobScout24 gelistet -> grösseres Haus;;nein;jobscout24.ch;https://treuhand-job.ch/region-luzern;https://www.balmer-etienne.ch;;;;indiziert;Weitere offene Stellen: Sachbearbeiter:in Treuhand (m/w/d) 80-100% | Auch gefunden auf: JobScout24, jobagent.ch / treuhand-job.ch (Suchtreffer-Snippet), jobs.ch, jobs.ch / JobScout24 (Trefferliste) | Grosses, bekanntes Luzerner Treuhaus. Aufgaben laut Inserat: Finanzbuchhaltung mit Debitoren/Kreditoren, Mithilfe Jahresabschluss, MWST-Abrechnungen, Steuererklärungen nat. + jur. Personen. Das ist exakt der Aufgabenmix, den Automatisierung am stärksten entlastet (Belegerfassung, Debi/Kredi, MWST). Breites Pensumsfenster 50-100% = sie nehmen praktisch jeden, der kommt -> Verzweiflungssignal. JobScout24 zeigt 16 offene Stellen für Balmer-Etienne insgesamt.
;;;nationale Gruppe / Prüfnetzwerk;BDO AG;Luzern;6002;LU;Luzern Stadt und Agglo;"Sachbearbeiter Treuhand Luzern (w/m/d); zusätzlich Treuhand-Sachbearbeiter Lohn/Finanzbuchhaltung";60-100%;12;1500;ja;Grosskonzern, Luzerner Niederlassung;Abacus / Dr. Tax;nein;zentraljob.ch;https://www.zentraljob.ch/job/sachbearbeiter-treuhand-luzern-w-m-d-60-100/202066;https://www.bdo.ch;;;;indiziert;"Weitere offene Stellen: Sachbearbeiter/-in Treuhand - Private Client Services (100%); Treuhand-Sachbearbeiter Lohn-/Finanzbuchhaltung; zusätzlich KV-Lehrstelle Treuhand/Immobilien; Sachbearbeiter Treuhand Luzern (w/m/d) 60-100%; Mandatsleiter / Teamleiter Treuhand; Sachbearbeiter Treuhand (w/m/d); Sachbearbeiter/-in Treuhand - Private Client Services 100%; Sachbearbeiter Treuhand (w/m/d) Zug 60-100%; Mandatsleiter / Teamleiter Treuhand 80-100%; Sachbearbeiter Treuhand 80-100%; Sachbearbeiter/-in Treuhand - Private Client Services; Sachbearbeiter Treuhand Luzern (w/m/d) 60-100%; zusätzlich Junior Sachbearbeiter*in Treuhand 80-100%, Sachbearbeiter/-in Treuhand Private Client Services 100%, Treuhand-Sachbearbeiter Lohn-/Finanzbuchhaltung; Mandatsleiter Treuhand (w/m) 80-100% | Auch gefunden auf: JobScout24 / jobs.ch (Trefferliste), JobScout24 / zentraljob.ch, jobs.ch, jobs.ch (Suchtreffer-"
;;;über 50 Mitarbeitende;Fidinam Group Holding SA;Luzern;6003;LU;Luzern Stadt und Agglo;Sachbearbeiter/in Treuhand (80-100%);80-100%;2;800;ja;Internationale Treuhand-/Beratungsgruppe (Ursprung Tessin), mehrere Standorte;;nein;jobscout24.ch;https://www.jobs.ch/de/stellenangebote/detail/dc27dc47-7b6e-4da8-b2fd-5eef47f7fce6/;https://www.fidinam.com;;;0574919577;indiziert;Weitere offene Stellen: Sachbearbeiter/in Treuhand + Mandatsleiter Treuhand (mehrere offene Stellen) | Auch gefunden auf: jobs.ch, jooble.ch (Detailseiten) | PRIO 1. MEHRFACHBEDARF = starkes Kaufsignal: mindestens drei separate jooble-Inserate gefunden - Sachbearbeiter/in Treuhand Luzern (jdp/3649661282736244333 und jdp/-1880574919577104495), Mandatsleiter Treuhand mit Perspektive Luzern (jdp/-3271782629730244797) und Mandatsleiter Treuhand mit Home Office (rjdp/-4271929360753718967). Snippet nennt 'international tätige Treuhandgesellschaft im Herzen von Luzern', Sprachprofil Deutsch C2 / Englisch B2. Wer gleichzeitig SB und Mandatsleiter sucht, hat einen echten Kapazitätsengpass.
;;;über 50 Mitarbeitende;Gewerbe-Treuhand AG;Luzern;6002;LU;Luzern Stadt und Agglo;"Mandatsleiter/in Treuhand (Luzern); Mandatsleiter:in Treuhand und Wirtschaftspruefung mit Beteiligungsperspektive (Luzern); Sachbearbeiter/in Treuhand / Steuern (Baar/Küssnacht); Sachbearbeiter/in Treuhand (Stansstad); Sachbearbeiter Treuhand (Sursee)";unterschiedlich, teils nicht sichtbar;10;170;ja;ca. 160 Mitarbeitende, 8 Standorte, ca. 4600 Mandate;Abacus;nein;zentraljob.ch;https://www.gewerbe-treuhand.ch/de/jobs-karriere/offene-stellen;https://www.gewerbe-treuhand.ch;bewerbungen@gewerbe-treuhand.ch;bewerbungen@gewerbe-treuhand.ch;+41 41 319 92 92;indiziert;"Weitere offene Stellen: Sachbearbeiter/in Treuhand Luzern; Sachbearbeiter/in Treuhand (Stansstad); Sachbearbeiter/in Administration und Rechnungswesen 80% (Luzern); Sachbearbeiter Buchhaltung/Personal 80-100% (Küssnacht a.R.); Sachbearbeiter/in Treuhand / Steuern; Sachbearbeiter/in Treuhand; Sachbearbeiterin / Sachbearbeiter Treuhand; Berater/Beraterin Treuhand; zusätzlich Mandatsleiter/in und Teamleiter/in Treuhand; Sachbearbeiter/in Rechnungswesen & Administration 60-100%; Berater/in Treuhand (Teilzeit möglich); Mandatsleiter/in und Teamleiter/in Treuhand | Auch gefunden auf: Firmen-Karriereseite + yousty.ch + Suchtreffer, Karriereseite gewerbe-treuhand.ch, Karriereseite gewerbe-treuhand.ch (Suchtreffer-Snippet), Karriereseite gewerbe-treuhand.ch / zentraljob.ch, jobs.ch, jobs.ch (Detailseite), jobscout24.ch, jobup.ch, zentraljob.ch, zentraljob.ch / jobscout24.ch | TOP-LEAD. Mehrere "
;;;über 50 Mitarbeitende;Gewerbe-Treuhand AG Niederlassung Hochdorf;Hochdorf;;LU;übrige Zentralschweiz;;;0;170;ja;;;nein;der Firmen-Website;https://www.gewerbe-treuhand.ch/;https://www.gewerbe-treuhand.ch/;;;;indiziert;PRIO 2. Eine der 8 Filialen. Snippets nennen auch Sachbearbeiter-Treuhand-Stellen 60-100% in Hochdorf - vor Ansprache auf der Karriereseite verifizieren.
;;;über 50 Mitarbeitende;Gewerbe-Treuhand AG Niederlassung Stansstad;Stansstad;;NW;übrige Zentralschweiz;;;0;170;ja;;;nein;der Firmen-Website;https://www.gewerbe-treuhand.ch/;https://www.gewerbe-treuhand.ch/;;;;indiziert;PRIO 2. Eine der 8 Filialen, einzige in Nidwalden.
